기관유형,기관명,기관코드,하위기관수,총구매액,녹색구매액,구매비율,연도
교육자치단체,대구광역시서부교육지원청,7261000,116,19477412276,9267217952,47.6,2022
교육자치단체,대구광역시남부교육지원청,7271000,142,14855950395,5806967325,39.1,2022
교육자치단체,대구광역시달성교육지원청,7281000,58,5313047712,2310501402,43.5,2022
교육자치단체,인천광역시교육청,7310000,216,128369977948,106127564687,82.7,2022
교육자치단체,인천광역시남부교육지원청,7321000,107,12703737482,6552560637,51.6,2022
교육자치단체,인천광역시북부교육지원청,7331000,74,15812438872,7357690785,46.5,2022
교육자치단체,인천광역시동부교육지원청,7341000,125,21122513845,11294255528,53.5,2022
교육자치단체,인천광역시강화교육지원청,7351000,44,1680011340,841300830,50.1,2022
교육자치단체,인천광역시서부교육지원청,7361000,126,27037401357,12232624236,45.2,2022
교육자치단체,광주광역시교육청,7380000,112,36676238609,19996823781,54.5,2022
교육자치단체,광주광역시동부교육지원청,7391000,118,13239788533,7946294556,60.0,2022
교육자치단체,광주광역시서부교육지원청,7401000,151,16337283631,7498787956,45.9,2022
교육자치단체,대전광역시교육청,7430000,83,25678094134,14096264229,54.9,2022
교육자치단체,대전광역시동부교육지원청,7441000,119,14827976327,8187241876,55.2,2022
교육자치단체,대전광역시서부교육지원청,7451000,144,20751190449,11011020556,53.1,2022
교육자치단체,울산광역시교육청,7480000,76,21344857757,12261667374,57.4,2022
교육자치단체,울산광역시강북교육지원청,7491000,114,16128539429,5262091915,32.6,2022
교육자치단체,울산광역시강남교육지원청,7501000,113,15670909262,4393377014,28.0,2022
교육자치단체,세종특별자치시교육청,9300000,163,20635724606,8946422830,43.4,2022
교육자치단체,경기도교육청,7530000,58,81449307100,43756473008,53.7,2022
교육자치단체,경기도수원교육지원청,7541000,194,32280376969,19184489702,59.4,2022
교육자치단체,경기도성남교육지원청,7551000,150,22824316745,11219169014,49.2,2022
교육자치단체,경기도의정부교육지원청,7561000,69,10235036749,5967544106,58.3,2022
교육자치단체,경기도안양과천교육지원청,7569000,87,15365164033,8622625636,56.1,2022
교육자치단체,경기도부천교육지원청,7581000,129,16082494002,8093689753,50.3,2022
교육자치단체,경기도광명교육지원청,7591000,50,5035585655,2654149042,52.7,2022
교육자치단체,경기도동두천양주교육지원청,7602000,71,9698884746,4387018040,45.2,2022
교육자치단체,경기도안산교육지원청,7611000,103,14904738789,7370790518,49.5,2022
교육자치단체,경기도고양교육지원청,7621000,195,41082296589,16640387158,40.5,2022
교육자치단체,경기도평택교육지원청,7631000,104,19879264620,10177353463,51.2,2022
교육자치단체,경기도군포의왕교육지원청,7642000,76,10370588453,5733124738,55.3,2022
교육자치단체,경기도구리남양주교육지원청,7652000,166,20144782397,9672051503,48.0,2022
교육자치단체,경기도여주교육지원청,7661000,41,3334577997,1674810051,50.2,2022
교육자치단체,경기도화성오산교육지원청,7679000,227,43609691393,25531131112,58.5,2022
교육자치단체,경기도파주교육지원청,7681000,101,24104780515,13447375201,55.8,2022
교육자치단체,경기도광주하남교육지원청,7692000,112,20342753563,10219504992,50.2,2022
교육자치단체,경기도연천교육지원청,7701000,23,2969354531,1871934723,63.0,2022
교육자치단체,경기도포천교육지원청,7711000,54,4927436347,2298032042,46.6,2022
교육자치단체,경기도가평교육지원청,7721000,24,2280198423,1011980652,44.4,2022
교육자치단체,경기도양평교육지원청,7731000,44,4328111276,1847051177,42.7,2022
교육자치단체,경기도이천교육지원청,7741000,58,5223807980,2791555402,53.4,2022
교육자치단체,경기도용인교육지원청,7751000,182,12718994946,7012327817,55.1,2022
교육자치단체,경기도안성교육지원청,7760000,54,2340638563,1077399605,46.0,2022
교육자치단체,경기도김포교육지원청,7771000,92,18022364062,9082818111,50.4,2022
교육자치단체,경기도시흥교육지원청,7781000,103,16516947788,9411370337,57.0,2022
교육자치단체,강원도춘천교육지원청,7811000,0,9964471628,3988482946,40.0,2022
교육자치단체,강원도원주교육지원청,7821000,83,17037017059,6349208083,37.3,2022
교육자치단체,강원도강릉교육지원청,7831000,53,11193243354,4737595661,42.3,2022
교육자치단체,강원도동해교육지원청,7841000,24,4254224419,2498834388,58.7,2022
교육자치단체,강원도태백교육지원청,7851000,21,4757754689,1811987323,38.1,2022
교육자치단체,강원도속초양양교육지원청,7862000,35,4504219276,2134781637,47.4,2022
교육자치단체,강원특별자치도교육청 강원특별자치도삼척교육지원청,7871000,0,3806495152,1443674862,37.9,2022
교육자치단체,강원도홍천교육지원청,7881000,42,3341837828,1427369966,42.7,2022
교육자치단체,강원도횡성교육지원청,7891000,26,2718797711,1165256256,42.9,2022
교육자치단체,강원도영월교육지원청,7901000,25,3032038514,1359060228,44.8,2022
교육자치단체,강원도평창교육지원청,7911000,30,2937742467,900953719,30.7,2022
교육자치단체,강원도정선교육지원청,7921000,28,3258328984,1087665296,33.4,2022
교육자치단체,강원도철원교육지원청,7931000,22,2219164071,906153629,40.8,2022
교육자치단체,강원도화천교육지원청,7941000,18,1835523175,1032275287,56.2,2022
교육자치단체,강원도양구교육지원청,7951000,17,3654211441,1277655861,35.0,2022
교육자치단체,강원도인제교육지원청,7961000,25,3325335095,932052454,28.0,2022
교육자치단체,강원도고성교육지원청,7971000,18,1832637921,626119319,34.2,2022
교육자치단체,충청북도교육청,8000000,121,31023870231,14639437018,47.2,2022
교육자치단체,충청북도청주교육지원청,8011000,151,25437068663,13733351602,54.0,2022
교육자치단체,충청북도충주교육지원청,8021000,60,6298853844,3653330758,58.0,2022
교육자치단체,충청북도제천교육지원청,8031000,37,3993000010,2524738459,63.2,2022
교육자치단체,충청북도보은교육지원청,8051000,21,2201850377,1398002133,63.5,2022
교육자치단체,충청북도옥천교육지원청,8061000,21,1757162079,638443798,36.3,2022
교육자치단체,충청북도영동교육지원청,8071000,24,1595935874,891671069,55.9,2022
교육자치단체,충청북도진천교육지원청,8081000,26,3527774034,1676039828,47.5,2022
교육자치단체,충청북도괴산증평교육지원청,8092000,31,2492473799,1053957619,42.3,2022
교육자치단체,충청북도음성교육지원청,8101000,37,3673947485,1784519777,48.6,2022
교육자치단체,충청북도단양교육지원청,8111000,18,2039275915,1002048575,49.1,2022
교육자치단체,충청남도교육청,8140000,143,35377044040,14411070303,40.7,2022
교육자치단체,충청남도천안교육지원청,8151000,123,26614051501,12755361058,47.9,2022
교육자치단체,충청남도공주교육지원청,8161000,46,6610487019,3438683795,52.0,2022
교육자치단체,충청남도보령교육지원청,8171000,45,5328398476,2372955516,44.5,2022
교육자치단체,충청남도아산교육지원청,8181000,75,24693964450,10322558001,41.8,2022
교육자치단체,충청남도서산교육지원청,8191000,50,10392553875,4629878143,44.5,2022
교육자치단체,충청남도금산교육지원청,8201000,26,3347802189,1971854354,58.9,2022
교육자치단체,충청남도논산계룡교육지원청,8222000,56,7069809198,2969656638,42.0,2022
교육자치단체,충청남도부여교육지원청,8231000,37,3055755456,1675021580,54.8,2022
교육자치단체,충청남도서천교육지원청,8241000,28,3984527796,2062286425,51.8,2022
교육자치단체,충청남도청양교육지원청,8251000,21,1919719616,881592476,45.9,2022
교육자치단체,충청남도홍성교육지원청,8261000,35,4828105088,1778580651,36.8,2022
교육자치단체,충청남도예산교육지원청,8271000,33,3715735315,2092116099,56.3,2022
교육자치단체,충청남도태안교육지원청,8281000,30,5741739533,3583607516,62.4,2022
교육자치단체,충청남도당진교육지원청,8291000,43,11091225194,3174479070,28.6,2022
교육자치단체,전라북도교육청,8320000,162,35268877290,15774826840,44.7,2022
교육자치단체,전라북도전주교육지원청,8331000,133,16554329534,7385635037,44.6,2022
교육자치단체,전라북도군산교육지원청,8341000,84,11661165545,5638543895,48.4,2022
교육자치단체,전라북도익산교육지원청,8351000,90,9482735439,4693224781,49.5,2022
교육자치단체,전라북도정읍교육지원청,8361000,57,4821853698,1943911879,40.3,2022
교육자치단체,전라북도남원교육지원청,8371000,45,4870654329,2335509133,48.0,2022
교육자치단체,전라북도김제교육지원청,8381000,53,4877222506,2020364267,41.4,2022
교육자치단체,전라북도완주교육지원청,8391000,43,5840957049,2494820012,42.7,2022
교육자치단체,전라북도진안교육지원청,8401000,25,2630331665,1154332606,43.9,2022
교육자치단체,전라북도무주교육지원청,8411000,20,1046442523,612701498,58.6,2022
교육자치단체,전라북도장수교육지원청,8421000,19,1665857374,769008456,46.2,2022
교육자치단체,전라북도임실교육지원청,8431000,28,1402839198,629477523,44.9,2022
교육자치단체,전라북도순창교육지원청,8441000,34,1873100061,571432072,30.5,2022
교육자치단체,전라북도고창교육지원청,8451000,49,4944976923,2652761175,53.6,2022
교육자치단체,전라북도부안교육지원청,8461000,51,3597822640,1418955117,39.4,2022
교육자치단체,전라남도교육청,8490000,241,59857597097,25966048201,43.4,2022
교육자치단체,전라남도목포교육지원청,8501000,52,9191756468,3654975223,39.8,2022
교육자치단체,전라남도여수교육지원청,8511000,124,13487118922,5990769170,44.4,2022
교육자치단체,전라남도순천교육지원청,8521000,101,13993987011,4842154497,34.6,2022
교육자치단체,전라남도나주교육지원청,8531000,50,4682726604,2076352412,44.3,2022
교육자치단체,전라남도광양교육지원청,8551000,42,8218896314,2829447596,34.4,2022
교육자치단체,전라남도담양교육지원청,8561000,22,1733069665,733919730,42.3,2022
교육자치단체,전라남도곡성교육지원청,8571000,31,2949247427,954228338,32.4,2022
교육자치단체,전라남도구례교육지원청,8581000,17,2153317271,770549749,35.8,2022
교육자치단체,전라남도고흥교육지원청,8591000,88,3555736460,1454713569,40.9,2022
교육자치단체,전라남도보성교육지원청,8601000,59,2628587331,982752847,37.4,2022
교육자치단체,전라남도화순교육지원청,8611000,36,2772028131,1096717302,39.6,2022
교육자치단체,전라남도장흥교육지원청,8621000,25,3048579703,870513946,28.6,2022
교육자치단체,전라남도강진교육지원청,8631000,23,2781953373,1040022529,37.4,2022
교육자치단체,전라남도해남교육지원청,8641000,45,4868695495,1780978572,36.6,2022
교육자치단체,전라남도영암교육지원청,8650000,28,3975347331,1399166247,35.2,2022
교육자치단체,전라남도무안교육지원청,8661000,43,5542134108,2654668842,47.9,2022
교육자치단체,전라남도함평교육지원청,8671000,31,1619221718,482039260,29.8,2022
교육자치단체,전라남도영광교육지원청,8681000,41,2488148967,871028511,35.0,2022
교육자치단체,전라남도장성교육지원청,8691000,31,2202104306,818118761,37.2,2022
교육자치단체,전라남도완도교육지원청,8701000,44,3154598079,1277766211,40.5,2022
교육자치단체,전라남도진도교육지원청,8711000,18,1186814540,261906050,22.1,2022
교육자치단체,전라남도신안교육지원청,8721000,45,2451957444,826549356,33.7,2022
교육자치단체,경상북도교육청,8750000,322,61935158946,22182083408,35.8,2022
교육자치단체,경상북도포항교육지원청,8761000,109,11735750557,4678837361,39.9,2022
교육자치단체,경상북도경주교육지원청,8771000,85,7176362256,3671448883,51.2,2022
교육자치단체,경상북도김천교육지원청,8781000,64,3784165785,1906763469,50.4,2022
교육자치단체,경상북도안동교육지원청,8791000,96,3442962707,1305626501,37.9,2022
교육자치단체,경상북도구미교육지원청,8801000,110,14151467555,7382094607,52.2,2022
교육자치단체,경상북도영주교육지원청,8811000,30,3531769072,1305844201,37.0,2022
교육자치단체,경상북도영천교육지원청,8821000,41,2824537132,1184799061,41.9,2022
교육자치단체,경상북도상주교육지원청,8831000,47,3488838098,1672590015,47.9,2022
교육자치단체,경상북도문경교육지원청,8841000,29,2238027144,1242199233,55.5,2022
교육자치단체,경상북도경산교육지원청,8851000,48,7793543139,4248363536,54.5,2022
교육자치단체,경상북도의성교육지원청,8871000,57,1990482132,801539608,40.3,2022
교육자치단체,경상북도청송교육지원청,8881000,18,494947810,248161160,50.1,2022
교육자치단체,경상북도영양교육지원청,8891000,23,695169149,158215864,22.8,2022
교육자치단체,경상북도영덕교육지원청,8901000,40,1421974660,556778705,39.2,2022
교육자치단체,경상북도청도교육지원청,8911000,38,1935109860,1055009898,54.5,2022
교육자치단체,경상북도고령교육지원청,8921000,16,931056115,397033106,42.6,2022
교육자치단체,경상북도성주교육지원청,8931000,29,1128261231,513205880,45.5,2022
교육자치단체,경상북도칠곡교육지원청,8941000,45,2835692320,1140618767,40.2,2022
교육자치단체,경상북도예천교육지원청,8951000,44,1464532492,764939489,52.2,2022
교육자치단체,경상북도봉화교육지원청,8961000,33,2038745807,747706811,36.7,2022
교육자치단체,경상북도울진교육지원청,8971000,40,1401399349,852386484,60.8,2022
교육자치단체,경상북도울릉교육지원청,8981000,9,606616056,94686000,15.6,2022
교육자치단체,경상남도교육청,9010000,162,24857771890,11834919909,47.6,2022
교육자치단체,경상남도창원교육지원청,9022000,192,15396747475,7151721855,46.4,2022
교육자치단체,경상남도진주교육지원청,9051000,70,6597251403,3686494910,55.9,2022
교육자치단체,경상남도통영교육지원청,9071000,33,2323999243,977554576,42.1,2022
교육자치단체,경상남도사천교육지원청,9081000,29,2199868910,1100412220,50.0,2022
교육자치단체,경상남도김해교육지원청,9091000,95,8976732440,3484481959,38.8,2022
교육자치단체,경상남도밀양교육지원청,9101000,28,1836670965,754709797,41.1,2022
교육자치단체,경상남도거제교육지원청,9111000,57,6061908099,2313375238,38.2,2022
교육자치단체,경상남도의령교육지원청,9121000,19,3088143459,706960563,22.9,2022
교육자치단체,경상남도함안교육지원청,9131000,20,1653271358,682961249,41.3,2022
교육자치단체,경상남도창녕교육지원청,9141000,23,876023429,510309227,58.3,2022
교육자치단체,경상남도양산교육지원청,9151000,59,6505433868,2929204360,45.0,2022
교육자치단체,경상남도고성교육지원청,9161000,33,1500724482,560931522,37.4,2022
교육자치단체,경상남도남해교육지원청,9171000,27,2496990632,1057905977,42.4,2022
교육자치단체,경상남도하동교육지원청,9181000,57,1150393655,582952350,50.7,2022
교육자치단체,경상남도산청교육지원청,9191000,21,1076744270,720507110,66.9,2022
교육자치단체,경상남도함양교육지원청,9201000,21,1128006675,690650269,61.2,2022
교육자치단체,경상남도거창교육지원청,9211000,23,1828422281,778129011,42.6,2022
교육자치단체,경상남도합천교육지원청,9221000,25,1069813560,402740330,37.6,2022
교육자치단체,제주특별자치도교육청,9290000,50,27786663989,8485968178,30.5,2022
교육자치단체,제주특별자치도교육청 제주시교육지원청,9296000,104,15259075607,6691705467,43.9,2022
교육자치단체,서귀포시교육지원청,9299000,62,6384112718,2708071098,42.4,2022
교육자치단체,대구광역시군위교육지원청,8861000,23,942534991,566840893,60.1,2022
교육자치단체,강원특별자치도교육청,7800000,158,27469066118,15357545854,55.9,2022
시장형공기업,한국가스공사,B550012,17,6597939813,1294515038,19.6,2022
시장형공기업,한국남동발전(주),Z005403,8,4594519828,3222481317,70.1,2022
시장형공기업,한국남부발전주식회사,Z003604,13,5430784204,3491770652,64.3,2022
시장형공기업,한국동서발전주식회사,Z003606,8,4287260933,2311187523,53.9,2022
시장형공기업,한국서부발전주식회사,Z003597,6,4125728096,3858334196,93.5,2022
시장형공기업,한국석유공사,B410005,13,475766770,149367120,31.4,2022
시장형공기업,한국수력원자력(주),Z003617,25,38168183956,27732838659,72.7,2022
시장형공기업,한국전력공사,B410002,293,85728481278,38804984100,45.3,2022
시장형공기업,한국중부발전주식회사,B552521,8,14632108102,4254970686,29.1,2022
시장형공기업,한국지역난방공사,B550373,21,16595894636,6521305922,39.3,2022
시장형공기업,(주)강원랜드,Z003620,0,5564087960,341051450,6.1,2022
시장형공기업,인천국제공항공사,B551177,0,49408441005,6924694065,14.0,2022
시장형공기업,한국공항공사,B551178,17,15902486116,5163190936,32.5,2022
시장형공기업,부산항만공사,B551220,0,11520117139,8882529656,77.1,2022
시장형공기업,인천항만공사,B551504,0,17821476930,17819089850,100.0,2022
준시장형공기업,한국조폐공사,B190001,6,348652740,199238540,57.1,2022
준시장형공기업,그랜드코리아레저(주),Z012439,0,591595300,588693300,99.5,2022
준시장형공기업,한국마사회,B551015,3,1853157601,945133164,51.0,2022
준시장형공기업,(주)한국가스기술공사,B551494,14,2702233427,1069487927,39.6,2022
준시장형공기업,대한석탄공사,B410004,18,305827530,138470100,45.3,2022
준시장형공기업,한국전력기술주식회사,B550271,0,388427290,278975140,71.8,2022
준시장형공기업,한전KDN(주),Z004651,0,1235611010,1233961010,99.9,2022
준시장형공기업,한전KPS(주),B551881,57,3697761638,3429971012,92.8,2022
준시장형공기업,제주국제자유도시개발센터,Z001422,3,1302737746,1276240446,98.0,2022
준시장형공기업,주택도시보증공사,B553511,0,1571583590,982468810,62.5,2022
준시장형공기업,한국부동산원,B554388,27,1219889040,1108963820,90.9,2022
준시장형공기업,한국도로공사,B500004,109,481124673776,26095049392,5.4,2022
준시장형공기업,한국철도공사(환경경영처),Z011131,183,11077978869,4438095303,40.1,2022
준시장형공기업,한국토지주택공사,B552555,34,1073312355206,283280020004,26.4,2022
준시장형공기업,(주)에스알,Z026631,0,184241360,173693360,94.3,2022
준시장형공기업,여수광양항만공사,B552782,0,2322438918,1654750798,71.3,2022
준시장형공기업,울산항만공사,B551938,0,1866265025,1372879325,73.6,2022
준시장형공기업,한국방송광고진흥공사,B552898,2,121887500,109287500,89.7,2022
준시장형공기업,해양환경공단,B553931,13,313162751,265508471,84.8,2022
준시장형공기업,한국수자원공사,B500001,180,120963909078,37568792294,31.1,2022
준시장형공기업,한국광해광업공단,B554644,13,1560311307,383444706,24.6,2022
기금관리준정부기관,사립학교교직원연금공단,B552635,4,395942409,147977000,37.4,2022
기금관리준정부기관,서울올림픽기념국민체육진흥공단,B551014,4,7857136910,4331877290,55.1,2022
기금관리준정부기관,한국언론진흥재단,B552648,0,132864100,132864100,100.0,2022
기금관리준정부기관,한국무역보험공사,B552696,0,388493000,386014000,99.4,2022
기금관리준정부기관,국민연금공단,B460001,221,4850981867,2468185416,50.9,2022
기금관리준정부기관,근로복지공단 공단본부,Z004905,101,6080349261,4276234395,70.3,2022
기금관리준정부기관,기술보증기금,Z001658,3,1729196670,1380700370,79.8,2022
기금관리준정부기관,중소벤처기업진흥공단,B554009,84,2824639610,2503938310,88.6,2022
기금관리준정부기관,신용보증기금,Z001659,3,3135544700,2531110300,80.7,2022
기금관리준정부기관,예금보험공사,B190017,0,627246580,623932410,99.5,2022
기금관리준정부기관,한국자산관리공사,B010003,13,16988472477,10328644343,60.8,2022
기금관리준정부기관,한국주택금융공사,B551408,30,1963361550,1686071250,85.9,2022
기금관리준정부기관,공무원연금공단,B552640,28,5951653145,3237632635,54.4,2022
위탁집행형준정부기관,한국재정정보원,B553658,0,224008300,188837400,84.3,2022
위탁집행형준정부기관,한국교육학술정보원,B550629,0,402796800,385203900,95.6,2022
위탁집행형준정부기관,한국장학재단,B552529,0,235997280,230297280,97.6,2022
위탁집행형준정부기관,우체국금융개발원,B552886,0,408037640,305578140,74.9,2022
위탁집행형준정부기관,한국우편사업진흥원,B552844,0,415697430,360424530,86.7,2022
위탁집행형준정부기관,우체국물류지원단,B552907,0,1480656725,256683210,17.3,2022
위탁집행형준정부기관,정보통신산업진흥원,B552551,3,563924980,461544500,81.8,2022
위탁집행형준정부기관,한국과학창의재단,B552111,0,180995990,99695990,55.1,2022
위탁집행형준정부기관,한국방송통신전파진흥원,B552729,0,530965584,326453500,61.5,2022
위탁집행형준정부기관,한국연구재단,B552540,1,1430067600,1179027800,82.4,2022
위탁집행형준정부기관,한국인터넷진흥원,B551505,0,912866850,891113750,97.6,2022
위탁집행형준정부기관,한국지능정보사회진흥원,B554393,0,1128919250,884460100,78.3,2022
위탁집행형준정부기관,재단법인 연구개발특구진흥재단,B552947,0,106468900,85300500,80.1,2022
위탁집행형준정부기관,한국국제협력단,Z004560,0,489072300,348625400,71.3,2022
위탁집행형준정부기관,국제방송교류재단,B551024,0,22540700,18782700,83.3,2022
위탁집행형준정부기관,한국콘텐츠진흥원,Z019256,0,494097895,459459484,93.0,2022
위탁집행형준정부기관,한국관광공사,B551011,9,679810360,555996560,81.8,2022
위탁집행형준정부기관,농림수산식품교육문화정보원,B552895,0,101117160,91331060,90.3,2022
위탁집행형준정부기관,농림식품기술기획평가원,B553784,0,48638100,45373400,93.3,2022
위탁집행형준정부기관,축산물품질평가원,Z001419,0,112491400,109800400,97.6,2022
위탁집행형준정부기관,한국농수산식품유통공사,Z000152,15,304851730,289504730,95.0,2022
위탁집행형준정부기관,한국농어촌공사,B552149,116,355351376364,96471043727,27.1,2022
위탁집행형준정부기관,대한무역투자진흥공사,B410001,0,622760930,506536330,81.3,2022
위탁집행형준정부기관,한국가스안전공사,Z004980,33,2268295371,1041047016,45.9,2022
위탁집행형준정부기관,한국디자인진흥원,Z003317,0,222600600,220514600,99.1,2022
위탁집행형준정부기관,한국산업기술진흥원,B552536,0,556850740,551311740,99.0,2022
위탁집행형준정부기관,한국산업기술평가관리원,B552534,0,480725440,435398640,90.6,2022
위탁집행형준정부기관,한국산업단지공단,B550624,22,1529513949,1013960613,66.3,2022
위탁집행형준정부기관,한국석유관리원,B552532,10,278161219,271664219,97.7,2022
위탁집행형준정부기관,한국에너지공단,B553530,0,420629340,362311940,86.1,2022
위탁집행형준정부기관,한국에너지기술평가원,Z015611,0,183017900,161697000,88.4,2022
위탁집행형준정부기관,한국원자력환경공단,B553023,0,377508100,308178300,81.6,2022
위탁집행형준정부기관,한국전기안전공사,B551398,73,3939652721,1959614612,49.7,2022
위탁집행형준정부기관,한국전력거래소,Z001416,0,543534006,516640106,95.1,2022
위탁집행형준정부기관,건강보험심사평가원,B551182,10,5291735934,3571626244,67.5,2022
위탁집행형준정부기관,국민건강보험공단,B550928,249,18898482796,11359439072,60.1,2022
위탁집행형준정부기관,한국사회보장정보원,B554287,0,683046650,587378750,86.0,2022
위탁집행형준정부기관,한국노인인력개발원,B552474,0,209475400,193207000,92.2,2022
위탁집행형준정부기관,한국보건산업진흥원,B551174,0,316746680,251366100,79.4,2022
위탁집행형준정부기관,한국보육진흥원,Z020385,0,77984500,33864300,43.4,2022
위탁집행형준정부기관,한국건강증진개발원,Z022921,0,108453000,85743000,79.1,2022
위탁집행형준정부기관,국립공원공단,B553991,64,23429813662,5693844305,24.3,2022
위탁집행형준정부기관,국립생태원,Z026175,1,1192803527,709986527,59.5,2022
위탁집행형준정부기관,한국환경공단,B552584,9,106031564466,30906280141,29.1,2022
위탁집행형준정부기관,한국환경산업기술원,B552518,2,758144321,647885241,85.5,2022
위탁집행형준정부기관,한국고용정보원,B551904,0,1056464906,380606180,36.0,2022
위탁집행형준정부기관,한국산업안전보건공단,B552468,34,3265234610,2590324856,79.3,2022
위탁집행형준정부기관,한국산업인력공단,B490007,35,3380179884,2597780755,76.9,2022
위탁집행형준정부기관,한국장애인고용공단,B552583,53,8121015740,6235134950,76.8,2022
위탁집행형준정부기관,한국청소년상담복지개발원,B552919,3,420135680,167783100,39.9,2022
위탁집행형준정부기관,한국청소년활동진흥원,Z021626,6,613518776,399720700,65.2,2022
위탁집행형준정부기관,한국건강가정진흥원,B553099,0,321051100,89634400,27.9,2022
위탁집행형준정부기관,한국교통안전공단,B553881,68,4045894852,1952355208,48.3,2022
위탁집행형준정부기관,국토교통과학기술진흥원,Z006397,0,128208400,127951000,99.8,2022
위탁집행형준정부기관,한국국토정보공사,B553501,231,4519207655,2927265785,64.8,2022
위탁집행형준정부기관,(재)대한건설기계안전관리원,Z001885,0,105748300,97548500,92.2,2022
위탁집행형준정부기관,국토안전관리원,B554390,0,1149753701,842482389,73.3,2022
위탁집행형준정부기관,국가철도공단,B554334,6,92863325857,16662745122,17.9,2022
위탁집행형준정부기관,한국해양교통안전공단,B554035,15,2293868130,1641336636,71.6,2022
위탁집행형준정부기관,한국수산자원공단,B554038,7,217708560,131530960,60.4,2022
위탁집행형준정부기관,해양수산과학기술진흥원,B553786,0,77228000,70993000,91.9,2022
위탁집행형준정부기관,한국해양수산연수원,B550657,0,386662190,150999260,39.1,2022
위탁집행형준정부기관,한국승강기안전공단,B553664,8,3306312042,906775664,27.4,2022
위탁집행형준정부기관,중소기업기술정보진흥원,Z003052,0,192093020,165963020,86.4,2022
위탁집행형준정부기관,소상공인시장진흥공단,B553077,2,895747040,623863000,69.6,2022
위탁집행형준정부기관,창업진흥원,B552735,0,89753070,74689420,83.2,2022
위탁집행형준정부기관,서민금융진흥원,Z017219,0,381943400,184452200,48.3,2022
위탁집행형준정부기관,한국소비자원,B551919,0,106794170,96074170,90.0,2022
위탁집행형준정부기관,시청자미디어재단,Z029124,0,3667446460,3635732900,99.1,2022
위탁집행형준정부기관,독립기념관,B370008,0,438194660,287007580,65.5,2022
위탁집행형준정부기관,한국보훈복지의료공단,B551202,18,6026626409,1611773390,26.7,2022
위탁집행형준정부기관,한국식품안전관리인증원,B553748,6,216386400,109246400,50.5,2022
위탁집행형준정부기관,도로교통공단,B552061,52,2169682530,1812565770,83.5,2022
위탁집행형준정부기관,한국소방산업기술원,B552486,0,510188350,486485900,95.4,2022
위탁집행형준정부기관,한국임업진흥원,B552826,0,1123108606,938355787,83.5,2022
위탁집행형준정부기관,한국산림복지진흥원,Z030751,16,3982276300,1698769241,42.7,2022
위탁집행형준정부기관,한국수목원정원관리원,B554620,3,1100174512,439616040,40.0,2022
위탁집행형준정부기관,한국농업기술진흥원,B554729,0,218991210,149165130,68.1,2022
위탁집행형준정부기관,한국특허전략개발원,B553826,0,150716300,129875200,86.2,2022
위탁집행형준정부기관,한국기상산업기술원,B553789,0,237236960,178014500,75.0,2022
위탁집행형준정부기관,한국보건복지인재원,B551901,0,252885908,240866940,95.2,2022
지방공사지방공단,서울교통공사,B553766,8,6468701612,5199998120,80.4,2022
지방공사지방공단,서울주택도시공사,Z003688,0,26992211588,4832569471,17.9,2022
지방공사지방공단,서울특별시농수산식품공사,Z003835,2,8816350660,8258803630,93.7,2022
지방공사지방공단,서울에너지공사,B553734,0,216928400,158266200,73.0,2022
지방공사지방공단,서울시설공단,Z003626,0,11817667702,2577889122,21.8,2022
지방공사지방공단,부산교통공사,B551542,1,3750501955,2221666013,59.2,2022
지방공사지방공단,부산도시공사,B551922,0,9715297276,1938886204,20.0,2022
지방공사지방공단,부산관광공사,Z024647,0,59504400,27717400,46.6,2022
지방공사지방공단,부산시설공단,B552587,3,2937531292,866406930,29.5,2022
지방공사지방공단,부산환경공단,B552625,23,1939973448,1531518897,78.9,2022
지방공사지방공단,부산지방공단스포원,Z007873,0,1780180899,102308780,5.7,2022
지방공사지방공단,대구교통공사,B554805,0,4014773240,1045863810,26.1,2022
지방공사지방공단,대구도시개발공사,Z003311,1,11557395444,247063200,2.1,2022
지방공사지방공단,인천교통공사,Z003991,0,1342056370,1234974580,92.0,2022
지방공사지방공단,인천도시공사,Z007503,0,15413073651,3885862334,25.2,2022
지방공사지방공단,인천관광공사,B553554,0,305464440,79784740,26.1,2022
지방공사지방공단,인천시설공단,Z004898,0,3584619118,2283003548,63.7,2022
지방공사지방공단,인천환경공단,B551973,11,1033815663,803783963,77.7,2022
지방공사지방공단,광주교통공사,Z006097,0,912849100,753052740,82.5,2022
지방공사지방공단,광주광역시도시공사,Z003312,0,2226439705,1077250116,48.4,2022
지방공사지방공단,광주광역시 관광공사,Z010726,0,235732070,178956390,75.9,2022
지방공사지방공단,광주환경공단,B552968,0,3685105530,3447018390,93.5,2022
지방공사지방공단,대전교통공사,B554695,0,431476687,280912857,65.1,2022
지방공사지방공단,대전도시공사,B552519,0,8292259348,2278709957,27.5,2022
지방공사지방공단,대전관광공사,B554696,0,656652420,204937500,31.2,2022
지방공사지방공단,대전광역시시설관리공단,Z004979,0,3046245201,1733393241,56.9,2022
지방공사지방공단,울산광역시도시공사,B551907,0,3778017021,1529297291,40.5,2022
지방공사지방공단,울산시설공단,B553560,0,384016150,368937950,96.1,2022
지방공사지방공단,세종도시교통공사,B553733,0,52327000,46808000,89.5,2022
지방공사지방공단,세종특별자치시시설관리공단,B553695,0,487132068,311935500,64.0,2022
지방공사지방공단,경기관광공사,Z005408,0,651213465,278768195,42.8,2022
